about,1.0,1.0,0.37990524276567633,0.50253303120918
other,1.0,0.7976290978996692,0.47009039780184764,0.7614904736313033
which,0.6666666666666666,0.6607053808650278,0.5119089883736898,0.3370909781693121
their,1.0,0.638153661077634,0.6093522414094514,0.7339867672216974
there,0.6666666666666666,0.5715703148878757,0.7318471634622599,0.8652638986149329
first,1.0,0.47129597668868956,0.45185619486465517,0.5822099067968103
would,1.0,0.46679829966751496,0.5660027393205597,0.3580748238736062
these,0.6666666666666666,0.44100583469551113,0.7016422460061926,0.8854775430670616
click,0.6666666666666666,0.43753515381943875,0.4025550319515306,0.331397147386196
price,1.0,0.40892621119538686,0.6436188145923283,0.5891613826637445
state,0.6666666666666666,0.36935153781125285,0.6647156845630868,0.8587993435281918
email,1.0,0.36188897289466143,0.3254000967834598,0.6390308148064558
world,1.0,0.35209424817539337,0.5960678353862409,0.45588099675119154
music,1.0,0.33749809446319573,0.2038761573331158,0.41218140073318765
after,1.0,0.3040098485943329,0.5034582323570925,0.6938929864721489
video,1.0,0.29786495058325213,0.4451886042678941,0.5508386021544839
where,0.6666666666666666,0.2938365880030342,0.683820198216901,0.729206819854448
books,0.6666666666666666,0.2834363809894205,0.7135256456875484,0.4715331890074008
links,1.0,0.27709130221274275,0.4999256509850476,0.45737492303028154
years,1.0,0.27539146046670565,0.6178855262089342,0.708315251750615
order,0.6666666666666666,0.27440499186589873,0.5440960926284908,0.7314372851630985
items,1.0,0.2694113048526252,0.4838088191162864,0.7063280721945214
group,1.0,0.2623499280608781,0.30975326447409846,0.3868429967782894
under,1.0,0.2553829313082213,0.44066308656608844,0.5602066883825002
games,1.0,0.2493786944288334,0.7341491181574841,0.6106258888558399
could,1.0,0.24642817491574323,0.5695305496285894,0.3985489145854179
great,1.0,0.24575646486210107,0.45168571754580067,0.7117443021449897
hotel,1.0,0.242893027071582,0.6449933992337387,0.7182680212380455
store,1.0,0.23745912758314439,0.6582755192214996,0.8506830830684949
terms,1.0,0.22637021888073508,0.6037115653809392,0.7368476930526816
right,1.0,0.22303975404746698,0.2890459021047462,0.5108686130324598
local,0.6666666666666666,0.22069413315904438,0.40725014702512924,0.5483036279803342
those,1.0,0.2201000340537835,0.7007583631722186,0.7817041180834318
using,1.0,0.2196392439617426,0.24758755898393855,0.4213339579635876
phone,1.0,0.2092007943564979,0.6783164256310865,0.5623480205084824
forum,1.0,0.2074354128640251,0.4173603923519846,0.3703617381354238
based,1.0,0.2057455611625479,0.5848519700395702,0.6252941200692557
black,1.0,0.19945639891924755,0.393376373021779,0.32364627902159254
check,0.6666666666666666,0.1992941248906623,0.48631417256414533,0.43691776618762607
index,1.0,0.19793697550304531,0.31373673598423707,0.4575112340060621
being,1.0,0.19790179636204314,0.4113976581181874,0.46969168019536256
women,1.0,0.1976877004548193,0.639621017861474,0.5011207170399468
today,1.0,0.19503897240290338,0.5187883058370975,0.49425753541541106
south,1.0,0.1944764395559446,0.5693339531575103,0.5831404346707711
pages,1.0,0.1907428945624652,0.7766170648472831,0.6092558318258647
found,1.0,0.18911642889891886,0.5263458065818784,0.3162213040718671
house,1.0,0.18854949162839768,0.6172906124685945,0.6794171919289355
photo,0.6666666666666666,0.18513781926767056,0.45062868885933566,0.5394956871533311
power,1.0,0.18470668546458013,0.6869534832039134,0.5761909983615386
while,1.0,0.18437949051433042,0.7008146188946711,0.5547072360679549
three,0.6666666666666666,0.18211524589585756,0.8581953662142839,0.8652638986149329
total,0.6666666666666666,0.18148923978658868,0.5450476370334981,0.6915898216991759
place,1.0,0.1801203680945432,0.6063074824703014,0.5770781438628787
think,1.0,0.1775821508856142,0.5426169559954934,0.41588551926325873
north,1.0,0.177543807211525,0.4652733466609643,0.5842926247446608
posts,0.6666666666666666,0.17673890960664898,0.6933028412103481,0.6519178554912055
media,1.0,0.17642130037112627,0.2797524373288354,0.5877018670233567
water,1.0,0.17539904531938674,0.6655334430540664,0.7025286203155784
since,1.0,0.17468530371229282,0.6269484078416423,0.6511560502586484
guide,1.0,0.17393197935581542,0.47744100677632495,0.48376676222174475
board,1.0,0.1731023304067557,0.6363269028892917,0.5013070506334976
white,1.0,0.17106655415373886,0.6781955020523526,0.6024104417381234
small,0.6666666666666666,0.1698504253926863,0.4642517527901415,0.5457841171884114
times,1.0,0.16543133020060047,0.7948253551772021,0.7063280721945214
sites,0.6666666666666666,0.16527225086680347,0.8479712852938075,0.8433930211110175
level,0.3333333333333333,0.1651156610961306,0.48855248089053327,0.6932381433861151
hours,1.0,0.16159347707723545,0.6865396307923782,0.5786596813938601
image,1.0,0.16129298419957677,0.3999815737484474,0.559892623545551
title,0.6666666666666666,0.16031618038606496,0.6368757510007496,0.7642240330904136
shall,0.6666666666666666,0.15647492469672747,0.6076121311043041,0.5936564566677158
class,0.6666666666666666,0.1557607477829183,0.6236090299961266,0.6349692837264033
still,0.6666666666666666,0.15522738782250903,0.5124611120370989,0.6359769613372981
money,1.0,0.1550411882282092,0.6531853385315198,0.49117445729976605
every,0.6666666666666666,0.15432449566548026,0.28760870047293263,0.6381604629488759
visit,0.6666666666666666,0.15247927288909655,0.36238679251726325,0.5418231831151993
tools,0.6666666666666666,0.15125124982040034,0.8669910916638011,0.7036872056916075
reply,1.0,0.15061713510458413,0.29258822407790036,0.5260382006766547
value,1.0,0.14840249588729917,0.4589907464020404,0.5385165051009437
press,0.6666666666666666,0.14643911831461662,0.6462006292174991,0.7512105271979239
learn,1.0,0.146256155804523,0.4483906245657522,0.7099614017774163
print,1.0,0.1452963501476136,0.5367366796161183,0.5075465218257751
stock,1.0,0.1437024403722425,0.45724168326071446,0.5179199386898612
point,1.0,0.1430766013751021,0.6749707278039999,0.5045306073772208
sales,0.6666666666666666,0.14121502198965324,0.8495233116513686,0.8268290290332406
large,1.0,0.13519861282586157,0.524510129838405,0.664041096474821
table,1.0,0.13477283476269433,0.5999248418760084,0.6608901766771373
start,0.6666666666666666,0.13197835803374908,0.5746325461368326,0.7580418329931166
model,1.0,0.13140148044471603,0.6564902542106223,0.5713635283054734
human,1.0,0.13088629250171424,0.1806760583261154,0.3687899013085828
movie,1.0,0.12913149450565278,0.6085470777514869,0.5285386978664735
march,1.0,0.12901750691521197,0.431514292204839,0.4519341777659733
yahoo,0.6666666666666666,0.12694072868249112,0.18080503867283343,0.5123333028812396
going,0.6666666666666666,0.12657425586059484,0.5252340326078125,0.3735499282863277
study,1.0,0.12469467075468584,0.3406046872529804,0.419061328704277
